id,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,AverageOfUpperTRange,RainingDays,fruitset,fruitmass,seeds,yield
12139,12.5,0.25,0.25,0.38,0.38,77.4,64.7,1,0.586602539,0.487056813,40.84238532,7428.83442
12140,25,0.5,0.38,0.5,0.75,86,71.9,34,0.403310637,0.403129918,31.79765098,4247.50893
12141,25,0.5,0.25,0.75,0.5,69.7,58.2,16,0.594036127,0.495164177,41.38136072,7565.21124
12142,25,0.5,0.25,0.63,0.5,69.7,58.2,34,0.334593591,0.37863215,28.80786754,3396.72989
12143,25,0.5,0.25,0.5,0.5,77.4,64.7,34,0.476911433,0.439395296,34.8789274,4808.60902
12144,25,0.5,0.25,0.5,0.5,94.6,79,24,0.383786508,0.391524096,29.97539813,3826.17226
12145,12.5,0.25,0.25,0.38,0.5,86,71.9,1,0.58492102,0.497916665,40.56148952,7771.01027
12146,12.5,0.25,0.25,0.75,0.63,94.6,79,1,0.586303901,0.490020262,40.2744187,7428.83442
12147,25,0.5,0.25,0.63,0.75,86,71.9,24,0.43687052,0.402855862,31.06245643,4947.60566
12148,25,0.5,0.25,0.5,0.75,77.4,64.7,1,0.527742687,0.462795445,37.67361372,6520.8976
12149,25,0.5,0.25,0.5,0.75,69.7,58.2,34,0.608455265,0.456450549,37.02918026,7715.81088
12150,12.5,0.25,0.25,0.75,0.75,94.6,79,16,0.596551315,0.494864674,41.44744954,7380.6338
12151,25,0.5,0.25,0.38,0.63,77.4,64.7,24,0.342841074,0.382602075,28.28409524,3784.11935
12152,25,0.5,0.25,0.63,0.75,69.7,58.2,34,0.393394771,0.388819023,29.90851804,4016.3616
12153,12.5,0.25,0.38,0.63,0.5,86,71.9,16,0.458581988,0.426240102,33.76469664,5837.21503
12154,25,0.5,0.25,0.63,0.5,69.7,58.2,24,0.323727288,0.373012567,29.28433587,3182.69865
12155,12.5,0.25,0.25,0.25,0.25,69.7,58.2,1,0.450822025,0.401706613,32.05729766,4572.12637
12156,12.5,0.25,0.38,0.5,0.75,77.4,64.7,16,0.585313688,0.484307576,40.4613306,7608.62182
12157,25,0.5,0.38,0.5,0.63,86,71.9,34,0.376670148,0.392787396,28.55641695,3471.19214
12158,25,0.5,0.25,0.5,0.5,86,71.9,24,0.473458531,0.439395296,34.83881461,4808.60902
12159,12.5,0.25,0.38,0.38,0.5,77.4,64.7,16,0.527591617,0.452680279,36.97636061,6491.22353
12160,12.5,0.25,0.38,0.38,0.63,69.7,58.2,24,0.553663086,0.455238354,38.65350945,7428.83442
12161,25,0.5,0.25,0.38,0.75,77.4,64.7,1,0.572611128,0.488638858,39.7419306,7556.10991
12162,12.5,0.25,0.38,0.38,0.75,77.4,64.7,1,0.595712725,0.497864974,41.71941614,8823.69011
12163,25,0.5,0.25,0.38,0.5,69.7,58.2,16,0.363981224,0.382996774,29.94364365,3813.16579
12164,25,0.5,0.25,0.75,0.63,86,71.9,34,0.496826261,0.442789316,35.97225667,5942.42162
12165,25,0.5,0.25,0.63,0.75,77.4,64.7,1,0.449877074,0.42727728,33.85831713,4808.60902
12166,25,0.5,0.38,0.5,0.75,94.6,79,34,0.334593591,0.377011619,28.28409524,3269.27176
12167,25,0.5,0.38,0.5,0.5,69.7,58.2,1,0.512307598,0.438231396,36.31013579,6060.64149
12168,25,0.5,0.25,0.75,0.63,86,71.9,34,0.402052391,0.406869398,31.86773783,4476.81146
12169,25,0.5,0.38,0.5,0.63,94.6,79,16,0.53427161,0.448400516,36.55432716,6279.3385
12170,25,0.5,0.38,0.5,0.75,86,71.9,24,0.527308548,0.436345708,36.92483932,6465.37205
12171,12.5,0.25,0.38,0.38,0.75,77.4,64.7,1,0.57467888,0.481173502,40.65549833,7800.50128
12172,25,0.5,0.38,0.5,0.75,94.6,79,34,0.406618165,0.409269062,29.83315835,4641.00151
12173,12.5,0.25,0.25,0.75,0.5,69.7,58.2,24,0.599984054,0.45230956,42.93997745,7933.30235
12174,25,0.5,0.25,0.63,0.5,86,71.9,24,0.506260198,0.458966196,36.14878201,6249.47082
12175,25,0.5,0.25,0.38,0.63,86,71.9,16,0.46274257,0.428118259,33.22890035,5016.74159
12176,25,0.5,0.38,0.38,0.63,77.4,64.7,24,0.509158377,0.450886886,36.98857322,5945.89951
12177,25,0.5,0.25,0.25,0.63,69.7,58.2,16,0.498696418,0.424311942,33.07391322,5902.33288
12178,25,0.25,0.25,0.25,0.25,69.7,58.2,24,0.4745752,0.419851618,33.22890035,5124.8549
12179,12.5,0.25,0.25,0.38,0.75,69.7,58.2,1,0.58492102,0.483702858,40.7419306,7163.9441
12180,25,0.5,0.38,0.5,0.75,77.4,64.7,24,0.570329618,0.471249919,38.63984283,6919.34518
12181,12.5,0.25,0.25,0.75,0.75,94.6,79,16,0.573204799,0.484307576,39.98873363,6870.34212
12182,25,0.5,0.38,0.5,0.75,69.7,58.2,24,0.467905283,0.429710486,34.74349354,5246.52146
12183,25,0.5,0.25,0.5,0.63,69.7,58.2,24,0.529163709,0.449306369,36.43078186,6465.37205
12184,25,0.5,0.25,0.5,0.5,77.4,64.7,1,0.429000524,0.433737787,35.48700839,4546.78674
12185,12.5,0.25,0.38,0.38,0.75,69.7,58.2,24,0.478000734,0.423988312,32.41723682,5495.36535
12186,12.5,0.25,0.25,0.38,0.63,86,71.9,16,0.561962455,0.48518887,40.4613306,7085.06308
12187,12.5,0.25,0.25,0.63,0.75,69.7,58.2,16,0.545094508,0.442248924,39.23411184,7163.9441
12188,25,0.5,0.38,0.5,0.63,77.4,64.7,24,0.407072571,0.40878935,31.67018669,4225.96131
12189,25,0.25,0.25,0.25,0.25,94.6,79,24,0.372318474,0.390310494,30.79374092,3826.17226
12190,25,0.5,0.38,0.5,0.5,86,71.9,24,0.515012624,0.453507667,37.67828481,1945.53061
12191,25,0.5,0.25,0.5,0.63,77.4,64.7,1,0.517169415,0.456752669,38.48388312,6771.72291
12192,12.5,0.25,0.25,0.63,0.5,94.6,79,34,0.430443779,0.433737787,32.31099546,4899.11899
12193,25,0.5,0.25,0.38,0.75,69.7,58.2,34,0.350136522,0.388135964,29.05187144,3631.90544
12194,25,0.5,0.25,0.38,0.63,86,71.9,24,0.340822336,0.376880162,28.55641695,3322.9462
12195,12.5,0.25,0.25,0.25,0.38,94.6,79,24,0.335529768,0.388819023,29.55949395,3784.11935
12196,12.5,0.25,0.25,0.25,0.25,94.6,79,34,0.426173511,0.413380913,31.44841986,4898.83586
12197,25,0.5,0.25,0.63,0.63,86,71.9,34,0.442869304,0.394461774,29.90851804,5837.21503
12198,25,0.5,0.25,0.5,0.5,69.7,58.2,34,0.396762494,0.395893563,31.57410804,3911.42225
12199,12.5,0.25,0.25,0.63,0.5,86,71.9,24,0.509933842,0.450886886,36.60776797,6058.64876
12200,12.5,0.25,0.25,0.75,0.75,94.6,79,1,0.617635584,0.524860365,45.80306982,8440.96097
12201,12.5,0.25,0.25,0.38,0.75,69.7,58.2,34,0.47973321,0.405976473,33.87425241,5966.71128
12202,25,0.5,0.25,0.63,0.5,77.4,64.7,1,0.56581933,0.465041445,38.70734774,6994.24801
12203,12.5,0.25,0.38,0.5,0.63,69.7,58.2,1,0.574796304,0.469892556,39.23039094,7303.58812
12204,25,0.5,0.25,0.5,0.5,77.4,64.7,34,0.384981338,0.400831119,30.68026439,3804.61017
12205,25,0.5,0.25,0.63,0.75,69.7,58.2,24,0.498793068,0.438026493,35.97225667,6251.61184
12206,25,0.5,0.25,0.5,0.63,94.6,79,34,0.391598449,0.395435754,30.7671091,4068.35066
12207,12.5,0.25,0.25,0.63,0.63,86,71.9,16,0.483249032,0.445308404,35.20741312,5534.80494
12208,25,0.5,0.38,0.5,0.5,94.6,79,34,0.404564858,0.408610007,31.00460557,4178.77206
12209,25,0.5,0.25,0.5,0.5,86,71.9,34,0.514537018,0.465558508,38.54027918,6569.24967
12210,12.5,0.25,0.38,0.38,0.5,86,71.9,1,0.596551315,0.497978979,41.08127039,7738.88171
12211,12.5,0.25,0.25,0.25,0.5,69.7,58.2,1,0.55483198,0.455135389,38.86811018,6626.8515
12212,25,0.5,0.25,0.63,0.63,69.7,58.2,1,0.502785174,0.433081146,35.89130977,6034.64214
12213,25,0.5,0.25,0.5,0.63,86,71.9,1,0.521950271,0.451986086,37.78237359,6771.72291
12214,25,0.5,0.25,0.5,0.75,94.6,79,1,0.531583632,0.465680233,37.78237359,6771.72291
12215,12.5,0.25,0.25,0.5,0.75,86,71.9,24,0.515012624,0.45807618,36.55432716,5867.99722
12216,12.5,0.25,0.25,0.63,0.63,69.7,58.2,16,0.520592483,0.435203234,35.64822051,6306.55062
12217,25,0.5,0.38,0.38,0.63,69.7,58.2,16,0.541564813,0.449306369,35.89837298,7400.77538
12218,25,0.5,0.25,0.5,0.63,69.7,58.2,24,0.402052391,0.409384028,31.92881551,4278.76321
12219,25,0.5,0.38,0.38,0.75,69.7,58.2,24,0.467741485,0.430905502,35.88401108,5767.17836
12220,25,0.5,0.25,0.75,0.5,86,71.9,34,0.246568004,0.342825548,35.88512085,2508.37567
12221,12.5,0.25,0.25,0.5,0.75,86,71.9,1,0.596036127,0.497978979,41.21921269,7161.9619
12222,25,0.5,0.25,0.75,0.63,94.6,79,16,0.582482579,0.486816771,40.03764422,7963.93931
12223,12.5,0.25,0.25,0.38,0.75,77.4,64.7,16,0.575589557,0.482423774,40.39944387,7290.10652
12224,12.5,0.25,0.25,0.38,0.5,77.4,64.7,1,0.528899809,0.468039601,37.67361372,6822.97163
12225,25,0.5,0.25,0.38,0.5,94.6,79,1,0.249334678,0.320727305,23.41277571,2605.69676
12226,12.5,0.25,0.25,0.5,0.75,94.6,79,16,0.544066693,0.468493268,37.96686445,6235.45278
12227,12.5,0.25,0.38,0.5,0.75,86,71.9,1,0.635315515,0.529619103,45.08458041,8413.65966
12228,25,0.5,0.25,0.5,0.63,69.7,58.2,24,0.492809568,0.424609234,35.89837298,5882.96562
12229,25,0.5,0.25,0.5,0.63,86,71.9,1,0.545094508,0.463020067,37.53578671,6540.10545
12230,12.5,0.25,0.25,0.5,0.75,69.7,58.2,16,0.498793068,0.422051395,35.52053432,6132.99793
12231,12.5,0.25,0.25,0.25,0.63,94.6,79,1,0.583378727,0.486632377,40.17821466,7243.22611
12232,12.5,0.25,0.25,0.63,0.63,94.6,79,1,0.532482559,0.47767525,38.05729766,6909.43
12233,12.5,0.25,0.25,0.63,0.75,86,71.9,16,0.611462998,0.502062222,42.59849195,8116.53175
12234,25,0.5,0.38,0.38,0.75,94.6,79,34,0.463097152,0.426679269,33.53267475,5200.57849
12235,12.5,0.25,0.25,0.25,0.63,69.7,58.2,16,0.520986614,0.433668483,35.8744954,6255.89064
12236,25,0.5,0.38,0.38,0.75,94.6,79,1,0.574708327,0.486632377,39.7419306,7198.42285
12237,12.5,0.25,0.25,0.75,0.5,86,71.9,24,0.400444088,0.409907136,30.057704,4166.29973
12238,37.5,0.75,0.25,0.25,0.25,86,71.9,34,0.379102775,0.395636151,30.5797224,3837.51296
12239,12.5,0.25,0.25,0.75,0.75,77.4,64.7,24,0.611397858,0.503663416,42.82737534,7800.50128
12240,12.5,0.25,0.38,0.38,0.75,77.4,64.7,1,0.49368953,0.449871489,35.6972028,5544.62172
12241,37.5,0.25,0.25,0.25,0.25,94.6,79,34,0.350874635,0.349353787,29.83315835,3511.5379
12242,25,0.5,0.25,0.5,0.75,94.6,79,16,0.57467888,0.481173502,39.15823782,7184.01384
12243,12.5,0.25,0.25,0.25,0.5,86,71.9,1,0.635315515,0.520003767,45.47838117,7411.17457
12244,25,0.5,0.25,0.38,0.63,69.7,58.2,34,0.425493214,0.424902006,33.22890035,4580.393
12245,25,0.5,0.25,0.75,0.63,94.6,79,24,0.507541905,0.452100321,36.68541263,6279.3385
12246,25,0.5,0.25,0.38,0.63,86,71.9,34,0.421629852,0.407940293,32.27459053,4493.64409
12247,25,0.5,0.25,0.5,0.75,86,71.9,16,0.542163836,0.460322355,37.30376378,6260.47363
12248,25,0.5,0.25,0.63,0.63,94.6,79,16,0.482908968,0.445308404,34.30007912,5794.89185
12249,25,0.25,0.25,0.25,0.25,86,71.9,1,0.500437501,0.422051395,35.18597077,6034.64214
12250,12.5,0.25,0.25,0.75,0.63,77.4,64.7,16,0.608344644,0.500653697,43.1711414,7829.47294
12251,25,0.5,0.25,0.38,0.75,77.4,64.7,24,0.473142233,0.447536765,35.48700839,5305.74363
12252,12.5,0.25,0.25,0.38,0.25,69.7,58.2,24,0.454725217,0.401275192,33.53267475,4947.60566
12253,12.5,0.25,0.25,0.38,0.63,77.4,64.7,24,0.508991582,0.451036893,36.97636061,6852.97971
12254,25,0.5,0.25,0.75,0.75,77.4,64.7,16,0.464365879,0.439239216,34.95207208,1945.53061
12255,12.5,0.25,0.25,0.25,0.25,94.6,79,1,0.429580755,0.430905502,34.69390641,4926.27902
12256,25,0.5,0.38,0.38,0.75,94.6,79,16,0.603524723,0.503371107,42.16770498,7829.514
12257,12.5,0.25,0.25,0.38,0.75,86,71.9,1,0.612222602,0.50952792,42.79905453,7588.36096
12258,12.5,0.25,0.25,0.75,0.63,94.6,79,16,0.584016198,0.480106144,40.26540842,7044.56761
12259,25,0.5,0.25,0.5,0.5,69.7,58.2,24,0.46274257,0.42782472,33.31223192,5336.97473
12260,12.5,0.25,0.25,0.5,0.63,86,71.9,1,0.566719686,0.487527885,39.23411184,7004.01554
12261,25,0.5,0.25,0.5,0.75,77.4,64.7,34,0.429580755,0.409862936,31.07883034,4936.10558
12262,12.5,0.25,0.25,0.38,0.75,69.7,58.2,34,0.442869304,0.424380104,33.55926075,4898.83586
12263,25,0.25,0.25,0.25,0.25,86,71.9,34,0.391598449,0.400083453,30.54630597,4278.76321
12264,12.5,0.25,0.25,0.38,0.5,77.4,64.7,16,0.575589557,0.483787993,40.23598632,7406.90248
12265,25,0.5,0.25,0.63,0.75,86,71.9,1,0.565324698,0.486632377,39.85898134,6735.24371
12266,25,0.25,0.25,0.25,0.25,86,71.9,24,0.37680364,0.39617025,30.5255093,3748.46547
12267,25,0.5,0.25,0.63,0.5,86,71.9,16,0.494906594,0.442789316,35.27931173,6327.47736
12268,25,0.5,0.38,0.38,0.5,77.4,64.7,1,0.568853507,0.467219599,38.37855771,6318.70872
12269,25,0.5,0.25,0.63,0.75,86,71.9,24,0.469150447,0.434349356,34.70241183,5199.79211
12270,25,0.5,0.25,0.5,0.63,94.6,79,1,0.564794821,0.465807165,37.30376378,6370.89887
12271,25,0.5,0.25,0.5,0.63,94.6,79,24,0.398218446,0.40248084,30.27497178,4587.38557
12272,25,0.5,0.25,0.63,0.75,86,71.9,34,0.592798225,0.497740882,41.71941614,8538.462
12273,25,0.5,0.25,0.5,0.75,86,71.9,1,0.55235942,0.524273231,39.98873363,7557.46014
12274,12.5,0.25,0.25,0.25,0.38,77.4,64.7,24,0.566350244,0.476588872,39.91734321,6986.80996
12275,12.5,0.25,0.38,0.5,0.75,94.6,79,16,0.584016198,0.491124144,41.97181605,7861.46538
12276,25,0.5,0.25,0.5,0.5,69.7,58.2,1,0.46555863,0.411271911,33.84753901,5323.30034
12277,25,0.25,0.25,0.25,0.25,77.4,64.7,16,0.439101795,0.423246366,34.94019505,5178.27031
12278,12.5,0.25,0.25,0.38,0.63,86,71.9,16,0.58492102,0.492820232,40.86547798,7800.50128
12279,25,0.5,0.38,0.75,0.75,77.4,64.7,1,0.645640994,0.502062222,42.18519611,8002.9971
12280,25,0.5,0.38,0.5,0.5,86,71.9,1,0.523070143,0.442789316,35.72483444,6799.72918
12281,12.5,0.25,0.25,0.38,0.38,69.7,58.2,24,0.498696418,0.438095887,36.31114278,6671.07264
12282,25,0.5,0.25,0.5,0.63,69.7,58.2,1,0.549794912,0.451012573,36.14878201,7565.10416
12283,12.5,0.25,0.25,0.63,0.5,86,71.9,34,0.509158377,0.455179564,36.92483932,6277.16867
12284,12.5,0.25,0.25,0.63,0.63,86,71.9,34,0.52950023,0.442952601,36.98857322,6614.21931
12285,25,0.5,0.25,0.75,0.5,69.7,58.2,34,0.404225284,0.395435754,31.55813441,4163.82304
12286,25,0.5,0.25,0.63,0.63,69.7,58.2,24,0.466109593,0.406618165,32.46088718,5597.02216
12287,12.5,0.25,0.38,0.5,0.75,77.4,64.7,24,0.593029845,0.491901278,41.54582317,7103.50894
12288,25,0.5,0.25,0.5,0.75,69.7,58.2,1,0.529678291,0.440241496,36.96933887,6821.8081
12289,25,0.5,0.25,0.5,0.63,69.7,58.2,16,0.476836137,0.436459223,36.34050331,6958.17479
12290,12.5,0.25,0.25,0.75,0.5,77.4,64.7,1,0.524577301,0.463058596,37.80745277,6465.37205
12291,25,0.5,0.25,0.63,0.63,86,71.9,16,0.514086408,0.455560504,36.92483932,6754.44894
12292,25,0.5,0.25,0.63,0.75,86,71.9,24,0.57467888,0.497916665,40.37019338,7483.73632
12293,25,0.5,0.38,0.38,0.5,69.7,58.2,34,0.520587192,0.415160646,33.44212024,8157.23694
12294,25,0.5,0.38,0.5,0.5,77.4,64.7,34,0.467905283,0.417908804,34.62976419,5791.45673
12295,25,0.5,0.25,0.5,0.5,86,71.9,16,0.564794821,0.467854471,37.27729673,6493.25828
12296,12.5,0.25,0.25,0.38,0.5,69.7,58.2,16,0.473142233,0.423927032,34.33849206,5329.2632
12297,12.5,0.25,0.25,0.25,0.5,77.4,64.7,24,0.529070993,0.464892019,37.25124178,6279.3385
12298,25,0.5,0.25,0.5,0.75,69.7,58.2,1,0.520587192,0.433693695,35.41408191,6687.25926
12299,12.5,0.25,0.25,0.75,0.75,94.6,79,1,0.536899811,0.471665153,38.70734774,6735.24371
12300,12.5,0.25,0.38,0.38,0.5,94.6,79,16,0.611462998,0.511834352,44.49542302,8408.38341
12301,25,0.5,0.25,0.63,0.75,94.6,79,24,0.477940817,0.435764199,33.66987505,5647.71226
12302,12.5,0.25,0.25,0.63,0.63,94.6,79,24,0.581744319,0.48363057,40.73826603,7298.0026
12303,25,0.5,0.38,0.38,0.75,69.7,58.2,1,0.529163709,0.418219535,36.9753139,6643.9019
12304,12.5,0.25,0.38,0.38,0.63,94.6,79,16,0.582604099,0.487056813,40.4613306,7103.50894
12305,12.5,0.25,0.25,0.25,0.63,77.4,64.7,1,0.608455265,0.502062222,42.59849195,7101.75783
12306,25,0.5,0.38,0.38,0.63,94.6,79,24,0.397278517,0.394461774,30.13586876,4056.83427
12307,25,0.5,0.25,0.5,0.75,86,71.9,34,0.40294843,0.406618165,32.74377319,6150.84205
12308,25,0.5,0.38,0.38,0.75,77.4,64.7,24,0.422547698,0.417908804,32.79766623,4248.35505
12309,25,0.5,0.25,0.5,0.5,69.7,58.2,24,0.396762494,0.395893563,30.59699446,3900.34404
12310,25,0.5,0.25,0.5,0.75,94.6,79,24,0.506987743,0.443754909,35.51753863,6019.26248
12311,12.5,0.25,0.25,0.5,0.75,69.7,58.2,24,0.481472551,0.437922725,34.02922281,5807.00693
12312,25,0.5,0.25,0.63,0.63,69.7,58.2,1,0.463097152,0.413096652,33.55813441,5199.79211
12313,25,0.5,0.38,0.5,0.63,94.6,79,24,0.584016198,0.48651762,40.11609108,7416.70776
12314,25,0.5,0.25,0.75,0.63,77.4,64.7,24,0.467569149,0.438026493,34.87061011,5556.37228
12315,12.5,0.25,0.25,0.25,0.25,77.4,64.7,34,0.483805569,0.436865942,33.23980604,5449.4212
12316,25,0.5,0.25,0.63,0.63,77.4,64.7,16,0.506346175,0.453994528,36.68541263,6251.61184
12317,25,0.5,0.25,0.75,0.5,77.4,64.7,34,0.404225284,0.401506621,32.02764698,4232.76231
12318,25,0.5,0.38,0.5,0.63,77.4,64.7,34,0.425010896,0.41951938,31.0382623,4558.98072
12319,25,0.25,0.25,0.63,0.5,86,71.9,24,0.476054066,0.434349356,33.4416065,5399.86113
12320,25,0.5,0.25,0.5,0.75,77.4,64.7,34,0.489723491,0.412450296,34.89995717,5892.161
12321,12.5,0.25,0.25,0.75,0.75,77.4,64.7,1,0.556301788,0.399556226,30.057704,8711.20896
12322,12.5,0.25,0.38,0.5,0.75,69.7,58.2,16,0.546259537,0.451905492,38.17659701,6677.62443
12323,12.5,0.25,0.25,0.75,0.75,77.4,64.7,34,0.540082008,0.443754909,37.01355721,6503.27204
12324,25,0.5,0.38,0.63,0.5,77.4,64.7,34,0.408797854,0.409907136,31.10924166,4694.60819
12325,12.5,0.25,0.38,0.5,0.75,94.6,79,34,0.597060641,0.497214901,41.71941614,7675.96352
12326,25,0.5,0.38,0.5,0.63,94.6,79,24,0.435969213,0.391441876,30.90686128,5954.51315
12327,25,0.5,0.38,0.5,0.75,86,71.9,16,0.612390179,0.504056677,42.79905453,7162.43364
12328,25,0.5,0.25,0.5,0.63,94.6,79,34,0.464972316,0.412450296,34.33849206,5453.99382
12329,25,0.5,0.38,0.38,0.5,86,71.9,24,0.506987743,0.454522205,36.95787336,6409.14001
12330,37.5,0.25,0.25,0.25,0.25,94.6,79,24,0.394441163,0.403128905,31.1279858,4178.77206
12331,25,0.5,0.25,0.5,0.5,94.6,79,24,0.532482559,0.458467335,36.6742427,6673.304
12332,12.5,0.25,0.38,0.5,0.75,69.7,58.2,1,0.57467888,0.469892556,40.86547798,7998.35059
12333,12.5,0.25,0.25,0.25,0.38,94.6,79,16,0.358261487,0.388145286,29.38856018,3708.20502
12334,12.5,0.25,0.25,0.38,0.63,86,71.9,16,0.641617746,0.52979144,42.24537298,7933.30235
12335,12.5,0.25,0.25,0.25,0.5,94.6,79,34,0.460205797,0.431122059,33.60534043,5333.97357
12336,12.5,0.25,0.25,0.38,0.75,94.6,79,16,0.582848693,0.482859526,40.86547798,7206.90196
12337,25,0.5,0.38,0.5,0.5,86,71.9,34,0.39936701,0.405558182,31.66559817,4587.38557
12338,25,0.5,0.38,0.38,0.63,77.4,64.7,16,0.502979625,0.459464772,36.14878201,6226.28514
12339,12.5,0.25,0.38,0.5,0.5,69.7,58.2,24,0.507541905,0.429230513,35.6972028,5720.72316
12340,25,0.5,0.25,0.38,0.75,69.7,58.2,34,0.435969213,0.395911623,31.64262219,5192.88315
12341,12.5,0.25,0.25,0.25,0.5,94.6,79,16,0.492545864,0.442535249,35.37114225,5729.71505
12342,12.5,0.25,0.25,0.5,0.75,77.4,64.7,1,0.586602539,0.484771683,40.16166766,7415.89441
12343,12.5,0.25,0.25,0.38,0.25,77.4,64.7,34,0.408178454,0.405976473,31.36831014,4281.52619
12344,25,0.5,0.25,0.75,0.75,94.6,79,34,0.463097152,0.429150584,33.31178956,5330.06203
12345,25,0.25,0.25,0.25,0.38,69.7,58.2,34,0.447780771,0.42726083,33.99420814,4968.60117
12346,12.5,0.25,0.25,0.38,0.5,94.6,79,1,0.498696418,0.446570029,35.17991165,6146.83152
12347,25,0.5,0.25,0.63,0.75,94.6,79,1,0.528899809,0.465680233,37.44044874,6328.89332
12348,12.5,0.25,0.25,0.5,0.63,94.6,79,24,0.524635459,0.463502091,37.55556802,6529.98232
12349,25,0.5,0.25,0.75,0.63,69.7,58.2,1,0.512802719,0.433081146,35.55753695,6451.10052
12350,25,0.5,0.25,0.5,0.63,77.4,64.7,34,0.449877074,0.42727728,34.86353984,4768.59437
12351,37.5,0.25,0.25,0.25,0.25,86,71.9,34,0.364880783,0.383219703,29.64786104,3748.46547
12352,12.5,0.25,0.38,0.5,0.63,94.6,79,1,0.633144179,0.519455977,44.2785829,7895.0208
12353,25,0.5,0.25,0.75,0.5,69.7,58.2,1,0.534251703,0.459383737,38.70734774,6673.304
12354,25,0.5,0.38,0.5,0.75,77.4,64.7,24,0.506793789,0.454917386,36.6742427,6079.08526
12355,25,0.5,0.38,0.38,0.75,69.7,58.2,24,0.490242145,0.419851618,33.26713681,5333.87334
12356,12.5,0.25,0.25,0.38,0.5,86,71.9,16,0.582604099,0.492820232,42.93452098,7122.49056
12357,25,0.5,0.25,0.5,0.5,86,71.9,16,0.497274998,0.448463132,35.52053432,5964.79111
12358,25,0.5,0.25,0.5,0.5,94.6,79,24,0.403310637,0.403128905,31.10161493,4228.81888
12359,25,0.5,0.25,0.75,0.75,77.4,64.7,16,0.49368953,0.449545727,35.48700839,5729.71505
12360,12.5,0.25,0.25,0.63,0.63,94.6,79,1,0.571610169,0.482423774,39.64161958,7122.49056
12361,25,0.5,0.38,0.38,0.5,86,71.9,16,0.517170184,0.456752669,36.09379556,6274.93484
12362,12.5,0.25,0.25,0.75,0.63,69.7,58.2,16,0.593029845,0.492693356,41.6216451,7765.25632
12363,37.5,0.25,0.25,0.25,0.25,86,71.9,24,0.325920891,0.373012567,27.3454535,3269.27176
12364,25,0.5,0.25,0.63,0.63,69.7,58.2,16,0.578114733,0.459420676,40.18721608,7451.72563
12365,12.5,0.25,0.25,0.5,0.75,86,71.9,16,0.509158377,0.455179564,36.21076317,6236.70711
12366,12.5,0.25,0.25,0.5,0.63,77.4,64.7,24,0.468921469,0.436459223,34.33849206,5773.62581
12367,25,0.5,0.25,0.63,0.5,69.7,58.2,16,0.611462998,0.507221731,42.40766225,7903.51351
12368,12.5,0.25,0.25,0.38,0.75,77.4,64.7,1,0.574989422,0.492641907,40.81318096,7303.58812
12369,37.5,0.25,0.25,0.25,0.5,69.7,58.2,34,0.363981224,0.389814772,29.08514833,3723.52338
12370,12.5,0.25,0.25,0.75,0.75,94.6,79,16,0.547743879,0.463561831,37.55556802,6539.11085
12371,25,0.5,0.25,0.63,0.5,69.7,58.2,24,0.444479717,0.395435754,31.86773783,4966.77945
12372,12.5,0.25,0.25,0.75,0.63,77.4,64.7,16,0.532482559,0.465680233,37.38218685,6539.11085
12373,25,0.5,0.25,0.5,0.5,86,71.9,1,0.52332906,0.460322355,37.44734554,6320.23893
12374,25,0.5,0.25,0.38,0.5,86,71.9,24,0.370946044,0.369603345,29.52823594,3708.20502
12375,12.5,0.25,0.25,0.63,0.75,86,71.9,1,0.641617746,0.527735445,45.47838117,8465.88563
12376,20,0,0.202,0.707,0.101,77.4,64.7,24,0.509158377,0.452027468,36.55432716,6331.86722
12377,25,0.5,0.25,0.38,0.75,69.7,58.2,34,0.376670148,0.396927831,29.74417997,3387.78516
12378,25,0.5,0.25,0.5,0.75,69.7,58.2,1,0.546259537,0.449306369,41.61500537,7738.88171
12379,25,0.5,0.38,0.5,0.63,77.4,64.7,34,0.481472551,0.448946243,34.13758465,5552.72387
12380,25,0.5,0.25,0.63,0.5,86,71.9,34,0.432619853,0.424902006,33.2403444,4433.53697
12381,25,0.5,0.25,0.63,0.5,77.4,64.7,1,0.454725217,0.413380913,36.31013579,5126.99318
12382,12.5,0.25,0.25,0.63,0.75,94.6,79,24,0.53990422,0.465366894,37.07093657,6412.47345
12383,25,0.5,0.25,0.63,0.75,69.7,58.2,34,0.407564155,0.409438226,32.5102476,4254.82514
12384,12.5,0.25,0.25,0.63,0.5,77.4,64.7,24,0.532303678,0.468338919,38.65527495,6226.28514
12385,25,0.5,0.25,0.63,0.63,94.6,79,34,0.425493214,0.417915449,32.26534639,4575.76991
12386,12.5,0.25,0.25,0.38,0.25,69.7,58.2,16,0.473142233,0.389204379,29.64786104,5151.38647
12387,25,0.5,0.38,0.38,0.75,69.7,58.2,24,0.545562834,0.44252903,37.32322478,6799.72918
12388,25,0.5,0.25,0.38,0.63,69.7,58.2,34,0.429580755,0.391617371,31.08154655,4947.60566
12389,25,0.5,0.25,0.5,0.75,86,71.9,24,0.468305902,0.433081146,33.3649925,5449.4212
12390,25,0.5,0.38,0.5,0.63,77.4,64.7,34,0.364564858,0.377566465,28.55641695,3496.35236
12391,12.5,0.25,0.25,0.75,0.75,86,71.9,1,0.575902218,0.480779062,39.77346165,7231.02778
12392,25,0.5,0.25,0.75,0.5,77.4,64.7,24,0.473458531,0.437265704,34.79781929,5462.13394
